instance,n,m,D,algorithm,seed,cmax,fes_used,max_fes,iters,wall_s,st_sense,operator_space,branch_granularity,strict_fe_cap,N,ST,L,U,dmin,dmax,git_sha,timestamp,fe_per_seed,n_seeds,branch_A_swap,branch_B_sym_shift,branch_C_eq3,branch_D_eq4,branch_E_eq_perdim,config,n_setting,sampler,pre_local_search_cmax,local_search_evals,local_search_moves,seeded_with_mwkr
ta01,15,15,225,DTSA,3,1417,225160,225000,938,6.532,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:51:50,1.0,225120,,,,,,DTSA-core,N=40,C1,1417,0,0,False
ta01,15,15,225,DTSA,4,1416,225160,225000,938,6.453,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:51:49,1.0,225120,,,,,,DTSA-core,N=40,C1,1416,0,0,False
ta01,15,15,225,DTSA,5,1432,225160,225000,938,6.492,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:51:50,1.0,225120,,,,,,DTSA-core,N=40,C1,1432,0,0,False
ta01,15,15,225,DTSA,6,1437,225160,225000,938,6.642,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:51:50,1.0,225120,,,,,,DTSA-core,N=40,C1,1437,0,0,False
ta01,15,15,225,DTSA,7,1391,225160,225000,938,6.777,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:51:50,1.0,225120,,,,,,DTSA-core,N=40,C1,1391,0,0,False
ta01,15,15,225,DTSA,8,1453,225160,225000,938,6.46,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:51:49,1.0,225120,,,,,,DTSA-core,N=40,C1,1453,0,0,False
ta01,15,15,225,DTSA,9,1384,225160,225000,938,6.612,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:51:50,1.0,225120,,,,,,DTSA-core,N=40,C1,1384,0,0,False
ta01,15,15,225,DTSA,10,1452,225160,225000,938,6.646,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:51:50,1.0,225120,,,,,,DTSA-core,N=40,C1,1452,0,0,False
ta01,15,15,225,DTSA,11,1528,225160,225000,938,6.518,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:51:50,1.0,225120,,,,,,DTSA-core,N=40,C1,1528,0,0,False
ta01,15,15,225,DTSA,12,1374,225160,225000,938,4.996,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:51:55,1.0,225120,,,,,,DTSA-core,N=40,C1,1374,0,0,False
ta01,15,15,225,DTSA,13,1401,225160,225000,938,4.995,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:51:55,1.0,225120,,,,,,DTSA-core,N=40,C1,1401,0,0,False
ta01,15,15,225,DTSA,14,1355,225160,225000,938,4.991,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:51:55,1.0,225120,,,,,,DTSA-core,N=40,C1,1355,0,0,False
ta01,15,15,225,DTSA,15,1419,225160,225000,938,4.844,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:51:54,1.0,225120,,,,,,DTSA-core,N=40,C1,1419,0,0,False
ta01,15,15,225,DTSA,16,1398,225160,225000,938,5.058,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:51:55,1.0,225120,,,,,,DTSA-core,N=40,C1,1398,0,0,False
