instance,n,m,D,algorithm,seed,cmax,fes_used,max_fes,iters,wall_s,st_sense,operator_space,branch_granularity,strict_fe_cap,N,ST,L,U,dmin,dmax,git_sha,timestamp,fe_per_seed,n_seeds,branch_A_swap,branch_B_sym_shift,branch_C_eq3,branch_D_eq4,branch_E_eq_perdim,config,n_setting,sampler,pre_local_search_cmax,local_search_evals,local_search_moves,seeded_with_mwkr
ta02,15,15,225,DTSA,18,1405,225160,225000,938,10.921,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:56,1.0,225120,,,,,,DTSA-core,N=40,C3,1405,0,0,True
ta02,15,15,225,DTSA,18,1405,225160,225000,938,10.921,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:56,1.0,225120,,,,,,DTSA+LS,N=40,C3,1405,4,0,True
ta02,15,15,225,DTSA,19,1397,225160,225000,938,11.023,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:56,1.0,225120,,,,,,DTSA-core,N=40,C3,1397,0,0,True
ta02,15,15,225,DTSA,19,1397,225160,225000,938,11.023,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:56,1.0,225120,,,,,,DTSA+LS,N=40,C3,1397,6,0,True
ta03,15,15,225,DTSA,0,1391,225160,225000,938,11.637,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:09:08,1.0,225120,,,,,,DTSA-core,N=40,C3,1391,0,0,True
ta03,15,15,225,DTSA,0,1391,225160,225000,938,11.637,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:09:08,1.0,225120,,,,,,DTSA+LS,N=40,C3,1391,8,0,True
ta03,15,15,225,DTSA,1,1341,225160,225000,938,11.7,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:09:08,1.0,225120,,,,,,DTSA-core,N=40,C3,1341,0,0,True
ta03,15,15,225,DTSA,1,1341,225160,225000,938,11.7,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:09:08,1.0,225120,,,,,,DTSA+LS,N=40,C3,1341,8,0,True
ta03,15,15,225,DTSA,2,1395,225160,225000,938,11.67,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:09:08,1.0,225120,,,,,,DTSA-core,N=40,C3,1395,0,0,True
ta03,15,15,225,DTSA,2,1395,225160,225000,938,11.67,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:09:08,1.0,225120,,,,,,DTSA+LS,N=40,C3,1395,9,0,True
ta03,15,15,225,DTSA,3,1341,225160,225000,938,11.993,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:09:08,1.0,225120,,,,,,DTSA-core,N=40,C3,1341,0,0,True
ta03,15,15,225,DTSA,3,1341,225160,225000,938,11.993,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:09:08,1.0,225120,,,,,,DTSA+LS,N=40,C3,1341,7,0,True
ta03,15,15,225,DTSA,4,1394,225160,225000,938,11.652,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:09:08,1.0,225120,,,,,,DTSA-core,N=40,C3,1394,0,0,True
ta03,15,15,225,DTSA,4,1394,225160,225000,938,11.652,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:09:08,1.0,225120,,,,,,DTSA+LS,N=40,C3,1394,7,0,True
ta03,15,15,225,DTSA,5,1296,225160,225000,938,11.705,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:09:08,1.0,225120,,,,,,DTSA-core,N=40,C3,1296,0,0,True
ta03,15,15,225,DTSA,5,1296,225160,225000,938,11.705,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:09:08,1.0,225120,,,,,,DTSA+LS,N=40,C3,1296,8,0,True
ta03,15,15,225,DTSA,6,1462,225160,225000,938,11.553,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:09:20,1.0,225120,,,,,,DTSA-core,N=40,C3,1462,0,0,True
ta03,15,15,225,DTSA,6,1462,225160,225000,938,11.553,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:09:20,1.0,225120,,,,,,DTSA+LS,N=40,C3,1462,6,0,True
ta03,15,15,225,DTSA,7,1373,225160,225000,938,11.542,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:09:20,1.0,225120,,,,,,DTSA-core,N=40,C3,1373,0,0,True
ta03,15,15,225,DTSA,7,1373,225160,225000,938,11.542,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:09:20,1.0,225120,,,,,,DTSA+LS,N=40,C3,1373,6,0,True
ta03,15,15,225,DTSA,8,1314,225160,225000,938,11.592,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:09:20,1.0,225120,,,,,,DTSA-core,N=40,C3,1314,0,0,True
ta03,15,15,225,DTSA,8,1314,225160,225000,938,11.592,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:09:20,1.0,225120,,,,,,DTSA+LS,N=40,C3,1314,9,0,True
ta03,15,15,225,DTSA,9,1332,225160,225000,938,11.544,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:09:20,1.0,225120,,,,,,DTSA-core,N=40,C3,1332,0,0,True
ta03,15,15,225,DTSA,9,1332,225160,225000,938,11.544,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:09:20,1.0,225120,,,,,,DTSA+LS,N=40,C3,1332,8,0,True
ta03,15,15,225,DTSA,10,1369,225160,225000,938,11.551,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:09:20,1.0,225120,,,,,,DTSA-core,N=40,C3,1369,0,0,True
ta03,15,15,225,DTSA,10,1369,225160,225000,938,11.551,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:09:20,1.0,225120,,,,,,DTSA+LS,N=40,C3,1369,7,0,True
ta03,15,15,225,DTSA,11,1379,225160,225000,938,11.916,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:09:20,1.0,225120,,,,,,DTSA-core,N=40,C3,1379,0,0,True
ta03,15,15,225,DTSA,11,1379,225160,225000,938,11.916,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:09:20,1.0,225120,,,,,,DTSA+LS,N=40,C3,1379,7,0,True
ta03,15,15,225,DTSA,12,1359,225160,225000,938,11.651,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:09:31,1.0,225120,,,,,,DTSA-core,N=40,C3,1359,0,0,True
ta03,15,15,225,DTSA,12,1359,225160,225000,938,11.651,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:09:31,1.0,225120,,,,,,DTSA+LS,N=40,C3,1359,5,0,True
ta03,15,15,225,DTSA,13,1392,225160,225000,938,11.545,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:09:31,1.0,225120,,,,,,DTSA-core,N=40,C3,1392,0,0,True
ta03,15,15,225,DTSA,13,1392,225160,225000,938,11.545,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:09:31,1.0,225120,,,,,,DTSA+LS,N=40,C3,1392,7,0,True
ta03,15,15,225,DTSA,14,1352,225160,225000,938,11.544,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:09:31,1.0,225120,,,,,,DTSA-core,N=40,C3,1352,0,0,True
ta03,15,15,225,DTSA,14,1352,225160,225000,938,11.544,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:09:31,1.0,225120,,,,,,DTSA+LS,N=40,C3,1352,6,0,True
ta03,15,15,225,DTSA,15,1396,225160,225000,938,11.623,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:09:31,1.0,225120,,,,,,DTSA-core,N=40,C3,1396,0,0,True
ta03,15,15,225,DTSA,15,1396,225160,225000,938,11.623,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:09:31,1.0,225120,,,,,,DTSA+LS,N=40,C3,1396,8,0,True
ta03,15,15,225,DTSA,16,1384,225160,225000,938,11.6,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:09:31,1.0,225120,,,,,,DTSA-core,N=40,C3,1384,0,0,True
ta03,15,15,225,DTSA,16,1384,225160,225000,938,11.6,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:09:31,1.0,225120,,,,,,DTSA+LS,N=40,C3,1384,11,0,True
ta03,15,15,225,DTSA,17,1422,225160,225000,938,11.967,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:09:32,1.0,225120,,,,,,DTSA-core,N=40,C3,1422,0,0,True
ta03,15,15,225,DTSA,17,1414,225160,225000,938,11.967,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:09:32,1.0,225120,,,,,,DTSA+LS,N=40,C3,1422,18,2,True
ta03,15,15,225,DTSA,18,1407,225160,225000,938,11.097,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:09:42,1.0,225120,,,,,,DTSA-core,N=40,C3,1407,0,0,True
ta03,15,15,225,DTSA,18,1407,225160,225000,938,11.097,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:09:42,1.0,225120,,,,,,DTSA+LS,N=40,C3,1407,11,0,True
